regime,valeur réelle,valeur prédite
"Ingrédients 250 g de petits pois 200 g de pois gourmands 200 g d'edamame 500 g d'asperges vertes 200 g de tofu fumé (facultatif) 2 avocats 1 citron 100 g de pousses d'épinards 5 g de graines de sésame 2 cuillère(s) à soupe d'huile de sésame Pour la sauce 1 avocat 1 petit piment vert 10 cl de lait de coco 2 cuillère(s) à soupe de sauce soja 1 cuillère(s) à soupe de jus de citron 1 bouquet d'herbes fraîches (estragon, coriandre persil plat) Préparation Faites cuire 10 mn les petits pois dans un grand volume d’eau salée. 5 mn avant la fin de la cuisson, ajoutez les edamame, puis égouttez le tout, passez-les sous l’eau très froide afin de conserver leur jolie couleur verte. Coupez les pieds des asperges, puis les têtes à 6-7 cm et tranchez le restant en petits tronçons. Dans une sauteuse, faites chauffer les asperges et les pois gourmands dans l’huile de sésame bien chaude environ 8 mn jusqu’à ce qu’ils soient dorés et croquants, débarrassez les légumes. Coupez le tofu en petits cubes, puis faites-le dorer dans la même poêle. Pelez et coupez les avocats en petits cubes. Pressez le citron et arrosez les dés d’avocat pour éviter qu’ils ne s’oxydent. Dans un saladier, mélangez les légumes, ajoutez les pousses d’épinards et les dés de tofu. Parsemez de graines de sésame. Préparez la sauce verte : dans le bol d’un mixeur, mettez l’avocat pelé et coupés en cubes ainsi que le piment épépiné (selon votre goût), puis ajoutez le lait de coco, la sauce soja et le jus de citron, mixez pour obtenir une texture bien lisse. Ajoutez ensuite votre bouquet d’herbes fraîches effeuillées et mixez à nouveau. Ajustez l’assaisonnement en sel et en poivre. Servez la salade avec la sauce.",1,1
"Ingrédients 300 g de carottes 2 oignons 350 g de lentilles corail coriandre moulue curcuma moulu cumin moulu gingembre moulu noix de muscade moulue 500 g de tomates pelées en conserve bouillon de légumes feuilles de coriandre sel, poivre du moulin huile d'olive graines de sésame feuilles de cerfeuil Préparation Pelez les carottes et coupez-les en rondelles. Pelez et émincez les oignons. Rincez les lentilles corail. Versez dans une casserole 2 cuil. à soupe d’huile d’olive, ajoutez les oignons et faites cuire 5 mn à feu moyen, jusqu’à ce qu’ils soient translucides. Ajoutez les carottes, 1 cuil. à café de coriandre, 1 cuil. à soupe de curcuma, 1 cuil. à soupe de cumin, 2 cuil. à café de gingembre et 1 cuil. à café de noix de muscade. Poursuivez la cuisson pendant 5 mn. Incorporez les lentilles corail, les tomates pelées avec leur jus et 1,6 l de bouillon. Portez à ébullition, baissez le feu, puis laissez mijoter 20 mn à feu doux. Ajoutez quelques feuilles de coriandre et mélangez. Versez la préparation dans le bol d’un blender puis mixez jusqu’à obtenir une texture lisse et homogène. Salez, poivrez. Versez la soupe dans des bols, saupoudrez de graines de sésame et de feuilles de cerfeuil.",1,1
"Ingrédients gousse de vanille en moulin (à volonté) 6 cuillères à soupe de miel liquide 1 poignée de noix (au choix amandes, noix, noisettes, personnellement j’opte pour des noix du Brésil) 250 g d' avoine 40 g de noix de coco 5 cl d' eau 3 cuillères à café d' huile de coco Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Four Top des meilleurs fours + de détails 1 casserole Top 3 des batteries de casseroles + de détails 1 Rouleau à pâtisserie Top des meilleurs rouleaux à pâtisserie + de détails 1 saladier Les meilleures ventes Acheter 1 Cuillère en bois Les meilleures ventes Acheter 1 Top des meilleurs papiers sulfurisés Papier sulfurisé + de détails 1 Couvercle Les meilleures ventes Acheter Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 30 min Préparation : 10 min Repos : - Cuisson : 20 min Étape 1 Sortir la plaque du four et préchauffer le four à 150°C (thermostat 5). Étape 2 Pendant ce temps, faire fondre l’huile de coco dans une petite casserole avec l’eau, le miel et quelques tours de moulin à vanille. Étape 3 Casser les noix en gros morceaux en les mettant dans un petit sac congélation et en les écrasant légèrement avec un rouleau à pâtisserie. Les verser avec les flocons d’avoine dans un saladier. Étape 4 Verser le mélange miel/eau sur la préparation flocons d’avoine/noix et bien mélanger. Laisser le mélange reposer quelques minutes afin que les flocons d’avoines gonflent. Étape 5 Couvrir la plaque du four de papier sulfurisé et y étaler la préparation de manière uniforme sur toute la surface. Étape 6 Enfourner à mi-hauteur pour 20 min et sortir la plaque du four lorsque tous les flocons ont pris une couleur dorée (au bout de 5 min environ) et les mélanger pour les répartir de nouveau sur toute la plaque. Cela permet aux flocons de cuire de façon homogène. Étape 7 Renouveler l’opération et mélanger de nouveau une fois avant la fin de la cuisson. Étape 8 Sortir le granola du four et le laisser refroidir. Conserver dans un bocal étanche ou bien une boîte plastique hermétique. Étape 9 A déguster avec du lait ou du yaourt et agrémenté de fruits de saison. e emmy_16549257",1,1
"Les orages passés, le soleil devrait revenir ce week-end sur toute la France. Une bonne occasion pour préparer ces délicieuses brochettes de boeuf à la mexicaine à la plancha (ou au barbecue). Comme pour mes brochettes façon cajun, j’ai pioché la recette de la marinade ici, et c’était très bon. Selon les marques, le mélange d’épices mexicaines varie un peu mais on y retrouve la plupart du temps du paprika, du piment doux et/ou fort, de l’oignon déshydraté, du cumin, des graines de coriandre et de sésame, du poivron rouge, du persil. Pour 4 brochettes de boeuf à la mexicaine: 4 cs d’huile d’olive 2 cs de vinaigre de cidre 2 cc d’épices mexicaines 1 gousse d’ail écrasée le jus de 2 citrons verts sel, poivre environ 600-700 g de viande de boeuf à brochettes coupées en cubes réguliers Mélanger tous les ingrédients de la marinade et ajouter la viande. Bien mélanger et laisser mariner au moins 2h (toute la nuit c’est mieux).Enfiler les cubes de viande sur les pics à brochettes et cuire sur la plancha bien chaude (ou au barbecue). Ajuster le sel et servir.",1,1
"Ingrédients 400 g de petits cèpes des pins 2 poireaux 1 poignée d'amandes 1 oignon rouge 3 branches de thym 3 brins de cerfeuil 3 brins de ciboulette 10 cl de vinaigre de vin huile d'olive sel, poivre du moulin Préparation Coupez la base du pied des cèpes, puis brossez-les avec un pinceau humide pour éliminer la terre. Rincez les poireaux. Retirez la partie la plus verte et taillez-les en tronçons de 6 cm. Versez un fond d’eau dans une casserole, salez et faites-y mijoter les poireaux pendant 15 mn environ, jusqu’à ce que l’eau de cuisson se soit complètement évaporée. Saisissez en aller-retour les poireaux et les trois quarts des cèpes sur feu vif au gril ou dans une poêle antiadhésive. Retirez les poireaux et réservez-les. Arrosez les cèpes d’un filet d’huile d’olive, prolongez la cuisson pendant 5 mn et réservez. Concassez les amandes. Hachez grossièrement les cèpes restants. Épluchez et émincez l’oignon. Rincez les herbes. Versez un filet d’huile d’olive dans une poêle. Faites revenir pendant 1 mn l’oignon et le hachis de cèpes avec 2 branches de thym. Déglacez avec le vinaigre et retirez de la poêle. Transvasez dans un bol et mélangez avec 15 cl d’huile d’olive. Effeuillez le cerfeuil et la dernière branche de thym. Ciselez la ciboulette. Parsemez les cèpes et les poireaux grillés d’amandes, de cerfeuil, de thym et de ciboulette. Salez et poivrez. Servez accompagné de la vinaigrette aux cèpes.",1,1
"Ingrédients 2 cuillères à soupe d' huile d'olive 3 carottes 200 g de chou rouge 1 pomme de type fuji 1 cuillère à soupe de jus de citron sel et poivre ciboulette Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 bol Top des saladiers + de détails 1 dénoyauteur Les meilleures ventes Acheter En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 20 min Préparation : 20 min Repos : - Cuisson : - Étape 1 Hacher le chou en fines lamelles. Étape 2 Éplucher les carottes et la pomme. Les râper finement. Étape 3 Mélanger le chou rouge, les carottes et la pomme ensemble. Hacher la ciboulette et en parsemer les crudités. Étape 4 Dans un bol, mélanger l'huile d'olive et le jus de citron, saler et poivrer. Servir à côté de la salade pour assaisonner. M Marmiton_Recettes",1,1
"Let’s go en cuisine pour préparer ce poulet sauce citronnée et quinoa tomaté! Imprimer Épingler la recette 5 de 3 votes Poulet sauce citronnée et quinoa tomaté Temps de préparation10 minutes min Temps de cuisson20 minutes min Type de plat: Plat principal Mots-clés: ail, citron, persil, poulet, quinoa Portions: 4 Ingrédients Pour le quinoa:1 oignon rouge1 filet d'huile d'olive1 gousse d'ail70 g de concentré de tomate300 g de quinoa600 ml d'eau1 cube de bouillon de légumesPour le poulet:4 blancs de poulet 1 filet d'huile d'olive + 3 cs2 citrons1 petit bouquet de persilsel, poivre InstructionsPréparer le quinoa:Dans une casserole, faire revenir l’oignon émincé dans l’huile d’olive pendant quelques minutes.Ajouter l’ail écrasé et le concentré de tomate puis bien mélanger.Ajouter le quinoa, l’eau et le cube de bouillon.Laisser cuire à couvert une bonne quinzaine de minutes (en vérifiant régulièrement le niveau de liquide) jusqu’à ce que le quinoa soit bien cuit.Pendant ce temps, faire cuire le poulet.Dans une poêle, faire chauffer un filet d’huile d’olive et faire dorer les filets de poulet sur toutes les faces. Saler et poivrer.Baisser le feu et couvrir la poêle, puis poursuivre la cuisson environ 10 min (selon l’épaisseur des filets).Pendant ce temps, râper finement le zeste d'1 citron au-dessus d’un petit bol.Ajouter le jus des deux citrons, l’huile d’olive restante ainsi que le persil finement ciselé. Saler et poivrer.Servir le poulet en tranches épaisses, arrosé d’huile citronnée avec le quinoa tomaté.",1,1
"Ingrédients poivre sel 1.5 concombre 10 feuilles de menthe + 4 petites feuilles pour la décoration 0.5 citron Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Couteau Top des meilleurs couteaux de cuisine + de détails 1 économe Top 5 des meilleurs économe + de détails 1 Mixeur Les meilleures ventes Acheter 1 blender Notre sélection des 5 meilleurs blenders 2021 + de détails 1 Frigo Top des meilleurs réfrigérateurs + de détails Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 15 min Préparation : 15 min Repos : - Cuisson : - Étape 1 Éplucher les concombres. Les couper dans le sens de la longueur et ôter les pépins à l’aide d’une cuillère. Couper les concombre en morceaux. Étape 2 Dans un blender (mixer), mettre les morceaux de concombre, les feuilles de menthe lavées, le jus de citron. Étape 3 Mixer jusqu’à obtention d’un gaspacho onctueux. Goûter, saler et poivrer. Étape 4 Répartir dans 4 verres transparents, décorer avec les petites feuilles de menthe Étape 5 Mettre les préparations au réfrigérateur une 1/2 heure. k kenzo_14600799",1,1
"Ingrédients : Pour 4 personnes 500 g de boulettes de boeuf 375 ml de vin rouge 50 cl de bouillon de boeuf 1 oignon 1 gousse d’ail hachée avec un peu d’huile d’olive 100 g de lardons fumés 1 carotte 1 gousse d’ail 1 c à s de fécule de maïs 1 feuille de laurier 1 c à s de persil haché frais 2 clous de girofle Sel, poivre Préparation des boulettes de bœuf façon bourguignon Préparation : 15 mn Cuisson : 25 mn . • Faites saisir les boulettes dans une poêle pour développer une croûte. • Réservez. . Sauce au vin • Faites revenir oignons, lardons et les carottes coupées en brunoise • Déglacez avec le vin rouge. • Versez le bouillon et laissez réduire quelques minutes • Ajoutez la feuilles de laurier et les clous de girofle • Laissez mijoter 10 mn. • Incorporez les boulettes à la sauce. • Baissez le feu et laissez cuire tranquillement 15 mn. • Dans un petit bol, mélangez la fécule de maïs et le vin. • Ajoutez la à la sauce et laissez épaissir doucement. • Terminez avec le persil frais. • Servez les boulettes avec une écrasée de pommes de terre, des pâtes… ou une polenta crémeuse. . . Une recette du chef Jérémie Jean-Baptiste de Québec.",1,1
"Ingrédients coriandre fraîche curry 1 tomate , enlever pulpe, hacher chaire 1 piment frais haché (attention au piment, lavez-vous les mains en frottant les ongles une fois haché !) 1 oignon 1 courgette en petits cubes pincée de sel 3 cuillères à soupe d' huile d'olive 200 g de farine bise (ou 50 g de farine complète + 150 g de farine blanche) 200 g de tofu ferme nature en petits cubes 2 gousses d' ail Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 saladier Les meilleures ventes Acheter 1 Cuillère en bois Les meilleures ventes Acheter 1 Set 3 poêles Notre sélection des meilleures poêles + de détails 1 couteau Top 3 des couteaux + de détails 1 Rouleau à pâtisserie Top des meilleurs rouleaux à pâtisserie + de détails 1 Four Top des meilleurs fours + de détails 1 fourchette + de détails 1 presse agrume + de détails 1 planche à découper Top des meilleures planches à découper + de détails 1 dénoyauteur Les meilleures ventes Acheter 1 balance de cuisine Top des meilleures balances + de détails Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 1h40 Préparation : 1 h Repos : - Cuisson : 40 min Étape 1 Préparer la pâte : mélanger la farine, le sel et l'huile d'olive jusqu'à obtention mélange sableux. Étape 2 Ajouter graduellement de l'eau (environ 20 cl) jusqu'à pouvoir former une boule lisse. Laisser reposer. Étape 3 Préparer la farce : émincer l'ail et l'oignon, puis les faire revenir avec le piment, puis ajouter tofu et remuer 5 min. Étape 4 Ajouter tomate et courgette, sel, poivre, curry (préférez du curry de madras ou du curry doux, pour résultat plus relevé forcez le piment). Étape 5 Laisser cuire 5 min, les courgettes doivent rester croquantes. Retirez du feu, ajouter coriandre hachée, laisser bien refroidir. Étape 6 Là, ça se complique... :) Pour former des ronds de pâte de 8cm de diamètre, abaisser des petites quantités de pâte pour former des ronds approximativement de la bonne grandeur, puis découper la forme exacte avec un emporte-pièce ou simplement avec un récipient du bon diamètre et un couteau. Étape 7 Répartir la farce dans chaque rond en laissant suffisamment de bords pour pouvoir refermer en pliant en 2. Bien presser les bords ensemble, petits trous à la fourchette sur le dessus. Étape 8 Cuire à four chaud (180 à 200°C) pour éviter que le dessous soit tout mou... 10 min pile, 15 min face, 10 à 15 min dernier tour en badigeonnant légèrement le dessus à l'oeuf. Étape 9 Voilà, faut avoir le temps, pour végétariens patients... Version viande hachée délicieuse aussi cela dit! a agathe_16616940",1,1
"Ingrédients 1 pincée de sel 0.5 sachet de levure chimique 50 g de sucre roux 150 g de farine de blé 12.5 cl de lait d'avoine 7 cl d' huile de pépin de raisin 1 cuillère de zeste de citron Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Four top des meilleurs fours + de détails 1 balance de cuisine Top des meilleures balances + de détails En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 1h27 Préparation : 12 min Repos : 1 h Cuisson : 15 min Étape 1 Mélangez les ingrédients secs : farine, sucre, levure et sel. Étape 2 Faites un puits au centre, versez-y l'huile, le lait d'avoine et le zeste de citron. Mélangez jusqu'à obtention d'une pâte lisse. Étape 3 Réserver au froid pendant 1 heure. Étape 4 Préchauffez le four à 240°C (thermostat 8). Remplissez les empreintes à madeleines huilées aux 3/4. Étape 5 Enfournez pour 5 minutes de cuisson puis baissez le four à 200°C (thermostat 6-7) avant de poursuivre la cuisson 10 minutes. M Marmiton_Recettes",1,1
