regime,valeur réelle,valeur prédite
"Ingrédients 12 amandes de mer 1 citron vert bio 8 cm de concombre bio 1 oignon frais 8 noisettes décortiquées huile d'olive 2 cuillère(s) à café de sauce piquante (type Tabasco) poivre du moulin Préparation Ouvrez les amandes avec un couteau à huîtres et prélevez la chair. Gardez les parties fermes et rincez bien sous l’eau froide. Coupez-les en deux et placez-les dans un bol avec le jus et le zeste du citron vert pendant 30 mn. Lavez et coupez le concombre en dés de 1/2 cm de côté. Pelez et émincez finement l’oignon frais. Hachez finement les noisettes. Mélangez les amandes de mer marinées avec le concombre et du sel. Servez dans des petites assiettes avec l’oignon émincé, arrosez d’un filet d’huile d’olive, ajoutez quelques gouttes de sauce piquante, et servez aussitôt avec un peu de poivre moulu.",1,1
"Ingrédients sel poivre (ou mélange 5 baies) 400 g de champignons de Paris crus 1 yaourt nature 10 brins de ciboulette 0.5 cuillère à café d' échalote déshydratée 0.25 cuillère à café d' ail en poudre Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Couteau Top des meilleurs couteaux de cuisine + de détails 1 économe Top 5 des meilleurs économe + de détails 1 Cuillère en bois Les meilleures ventes Acheter En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 10 min Préparation : 10 min Repos : - Cuisson : - Étape 1 Préparer les champignons : couper le pied et les éplucher en attrapant avec la pointe d'un couteau la membrane décollée au niveau du pied et en la détachant jusque sur le dessus du champignon. Les couper en lamelles. Étape 2 Préparer la sauce : mélanger le yaourt, la ciboulette ciselée, l'échalote, l'ail. Saler et poivrer selon le goût. Étape 3 Au moment de servir, napper de sauce les champignons. e elena_17364606",1,1
"Ingrédients sel poivre 1 cuillère à café d' origan séché 1 oignon coupé en fines tranches 1 poivron vert et 1 rouge, épépinés et coupés en fines tranches 2 tomates 0.5 concombre découpé en dés 150 g de feta en cube zeste de citron 50 g d' olives noires (facultatif) Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 saladier Les meilleures ventes Acheter 1 Couteau Top des meilleurs couteaux de cuisine + de détails 1 Cuillère en bois Les meilleures ventes Acheter 1 planche à découper Top des meilleures planches à découper + de détails 1 dénoyauteur Les meilleures ventes Acheter Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 20 min Préparation : 20 min Repos : - Cuisson : - Étape 1 Découper les tomates en petits dés et les mettre dans un saladier. Étape 2 Ajouter le concombre, le poivron vert et les olives. Étape 3 Mélanger avec la moitié de l'oignon et la feta coupée en dés. Étape 4 Disposer sur le dessus de la salade les restes d'oignon et de feta. Étape 5 Ajouter le zeste et le jus de citron, assaisonner avec l'huile et l'origan, sel poivre. Mélanger délicatement et servir. m mia_17105484",1,1
"Ingrédients 20 g d'amandes 3 cuillère(s) à café d'eau de rose 125 g de graines de chia 1 cuillère(s) à soupe de jus de betterave 1 cuillère(s) à soupe d'huile de coco 25 g de sirop d'érable Préparation Versez l’eau de rose, le jus de betterave, l’huile et le sirop d’érable dans un blender. Ajoutez les amandes, les graines de chia et mixez.",1,1
"Ingrédients sel poivre 1 cuillère à café de moutarde 3 cuillères à soupe d' huile 1 cuillère à soupe de vinaigre 1 cuillère à café rase de cumin 2 carottes 500 g de choucroute crue 2 pommes Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Râpe Top des meilleures râpes + de détails 1 Cuillère en bois Les meilleures ventes Acheter 1 Mijoteuse électrique Les meilleures ventes Acheter En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 15 min Préparation : 15 min Repos : - Cuisson : - Étape 1 Mélanger la choucroute rincée et égouttée avec les carottes et les pommes râpées. Étape 2 Emulsionner la moutarde avec le vinaigre et l'huile, saler, poivrer puis en arroser la salade. Étape 3 Parsemer de graines de cumin et servir. P Pirouette La suite après cette publicité Découvrez l’accord Mets & Vins parfait avec Voir la sélection En partenariat avec Tanin.fr Qu'est-ce qu'on mange ce soir ? De l'inspiration chaque jour avec des recettes faciles, gourmandes et de SAISON :)",1,1
"Ingrédients sel poivre (et tout ce qu'on veut, herbes aromatiques, ail...) 200 g de thon frais 1 citron Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Réfrigérateur Notre top des mini réfrigérateurs + de détails 1 Couvercle Les meilleures ventes Acheter En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 15 min Préparation : 15 min Repos : - Cuisson : - Étape 1 Prévoir 1 heure de marinade minimum. Étape 2 Débiter le thon en dés, le recouvrir de citron, saler, poivrer et mettre au frais pendant au moins 1 heure. Étape 3 On peut ajouter ce qu'on aime : de la ciboulette, du persil, de l'ail, du curry... Tout ce que vous voulez. Étape 4 Servir en entrée avec une salade. A ALD Note de l'auteur : « Si vous servez en début de repas un gaspacho, le thon mariné avec une salade de tomates aux oignons blancs ou une salade verte avec des dés de feta, de mozarella ou autre fromage, enfin un sorbet de fruits de saison, vous obtenez un repas complet pour temps de canicule. C'est très frais! Même nos amies Irlandaises ont aimé (avant de savoir que c'était du poisson cru!). » La suite après cette publicité Découvrez les meilleurs accords mets et vins autour des produits de la mer avec Voir la sélection En partenariat avec Tanin.fr Qu'est-ce qu'on mange ce soir ? De l'inspiration chaque jour avec des recettes faciles, gourmandes et de SAISON :)",1,1
"Ingrédients : Pour 2 personnes 250g de fraises Gariguettes 1 blanc d’oeuf 80g de sucre Préparation Je me suis servie de mon Cook’in pour cette recette. 1.Mettre les fraises équetée et le sucre dans le bol du Cook’in® et mixez 5 secondes à la vitesse 5. 2.Ajoutez le blanc d’œuf et mixez pendant 5 minutes à la vitesse 4. J’ai suivi les conseils de Cécile et j’ai inséré le fouet pour rendre la mousse plus aérée. 3.Versez dans des coupes, décorez avec des tranches de fraises et une feuille de menthe.",1,1
"Ingrédients poivre sel 1.5 concombre 10 feuilles de menthe + 4 petites feuilles pour la décoration 0.5 citron Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Couteau Top des meilleurs couteaux de cuisine + de détails 1 économe Top 5 des meilleurs économe + de détails 1 Mixeur Les meilleures ventes Acheter 1 blender Notre sélection des 5 meilleurs blenders 2021 + de détails 1 Frigo Top des meilleurs réfrigérateurs + de détails Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 15 min Préparation : 15 min Repos : - Cuisson : - Étape 1 Éplucher les concombres. Les couper dans le sens de la longueur et ôter les pépins à l’aide d’une cuillère. Couper les concombre en morceaux. Étape 2 Dans un blender (mixer), mettre les morceaux de concombre, les feuilles de menthe lavées, le jus de citron. Étape 3 Mixer jusqu’à obtention d’un gaspacho onctueux. Goûter, saler et poivrer. Étape 4 Répartir dans 4 verres transparents, décorer avec les petites feuilles de menthe Étape 5 Mettre les préparations au réfrigérateur une 1/2 heure. k kenzo_14600799",1,1
"Ingrédients 1 melon bien mûr 0.25 pastèque fruits rouges frais + des petites ""billes"" de melon et de pastèque Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Mixeur Les meilleures ventes Acheter 1 couteau Top 3 des couteaux + de détails 1 planche à découper Top des meilleures planches à découper + de détails 1 assiette + de détails 1 assiette creuse + de détails Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 15 min Préparation : 15 min Repos : - Cuisson : - Étape 1 Enlever la peau du melon et de la pastèque, les découper en morceaux grossiers, les passer au mixeur pour le réduire en un jus clair. Étape 2 Garder bien au frais et servir dans une assiette creuse avec de fruits rouges et des billes de melon et de pastèque, éventuellement accompagnés d'une feuille de menthe. Étape 3 Bon appétit!!! h hannah_14781174",1,1
"Ingrédients Pour les crudités : 1 carotte 1 avocat 1 endive 0.25 chou rouge 1 échalote douce Pour la sauce : 1 pincée de poivre 1 pincée de sel 1.5 cuillère à soupe d' huile de de noisette 1.5 cuillère à soupe d' huile de sésame 1 cuillère à soupe de vinaigre de vin rouge 1 cuillère à café de moutarde à l'ancienne Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Râpe Top des meilleures râpes + de détails 1 couteau Top 3 des couteaux + de détails 1 paire de ciseaux Les meilleurs ciseaux de cuisine + de détails 1 Cuillère en bois Les meilleures ventes Acheter En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 15 min Préparation : 15 min Repos : - Cuisson : - Étape 1 Râper les carottes, couper le chou rouge en très fines lamelles. Étape 2 Couper l'endive et couper l'avocat en cube et ciseler l'échalote. Étape 3 Pour la sauce, mélanger la moutarde et le vinaigre, ajouter petit à petit l'huile jusqu'à obtenir une sauce bien homogène. Étape 4 Ajouter le sel et poivre. Étape 5 Mélanger le tout et savourer cette salade fraiche, colorée, pleine de vitamines ! m mia_17375229",1,1
Ingrédients : Pour 4 personnes 500 g de fraises ciflorettes 2 c à s de sirop de sureau 1 c à s de vin de sureau Préparation des fraises au sirop de sureau Préparation : 15 mn • Lavez et équeutez les fraises. • Coupez les en morceaux. • Disposez les dans un saladier. • Arrosez de sirop de sureau ajoutez la c à s de vin de sureau • Mélangez délicatement. • Parsemez de quelques fleurs de sureau. • J’ai ajouté des fleurs de bourrache. • Servez frais • Régalez-vous,1,1
"Ingrédients 1 cuillère à soupe de sucre glace 1 banane 0.5 cuillère à café de vanille 60 g de sucre semoule 3 yaourts au lait entier 200 g de mascarpone 1 kiwi 1 pomme granny 1 citron (pour son jus) Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Fouet cuisine Top 5 des meilleurs fouets Acheter 1 saladier Les meilleures ventes Acheter 1 balance de cuisine Top des meilleures balances + de détails 1 Frigo Top des meilleurs réfrigérateurs + de détails En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 15 min Préparation : 15 min Repos : - Cuisson : - Étape 1 Mélangez les yaourts avec le Mascarpone, le sucre, l'essence de vanille dans un saladier. Travaillez au fouet électrique de façon à avoir une préparation onctueuse. Répartissez cette crème dans de beaux verres évasés ou dans des coupes. Mettez-les au réfrigérateur. Étape 2 Pelez le kiwi, coupez-le en petits morceaux. Pelez la pomme et taillez-la en petits dés. Epluchez la banane et découpez-la en fines rondelles. Étape 3 Mélangez les fruits dans une jatte, arrosez-les de jus de citron, saupoudrez de sucre glace et remuez délicatement. Mettez-les au frais. Étape 4 Juste au moment de servir, répartissez la salade de fruits dans les coupes. e eva_14045652",1,1
"Ingrédients : Pour 6 personnes 1 ananas frais 2 bananes, 2 kiwis, 2 pommes 1 orange des fraises et des framboises des Myrtilles 1 jus de citron extrait de vanille quelques feuilles de menthe Préparation de la salade de fruits Préparation : 20 mn Pause au froid : 2h . • Épluchez les pommes et coupez les en petits dés. • Lavez les fraises et les myrtilles. • Epluchez votre ananas et coupez le en morceaux. • Levez les suprêmes de l’orange. • Coupez les bananes en rondelles. • Épluchez les kiwi et coupez les en rondelles. • Mélangez tous les fruits dans un saladier. • Ajoutez l’extrait de vanille et le jus de citron. • Mélangez et réservez au frais. • Sortez la salade de fruits en début de repas, les fruits sont meilleurs à température ambiante. • Chacun peut varier le choix des fruits. Je ne mets pas de sucre à vous d’ajuster. .",1,1
"Ingrédients 2 poivre ou cinq baies 1 pincée de fleur de sel 4 cuillères à soupe d' huile d'olive 2 cuillères à soupe de vinaigre balsamique 2 cuillères à soupe de moutarde , éventuellement à l'ancienne 1 petit bouquet de persil 1 betterave crue Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Râpe Top des meilleures râpes + de détails 1 saladier Les meilleures ventes Acheter 1 économe Top 5 des meilleurs économe + de détails 1 Cuillère en bois Les meilleures ventes Acheter 1 Top des meilleures plaques à four plaque à four + de détails Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 15 min Préparation : 15 min Repos : - Cuisson : - Étape 1 Eplucher la betterave puis la râper, déposer dans un saladier. Étape 2 Mélanger les ingrédients restants pour obtenir une vinaigrette un peu épaisse, mélanger aux betteraves râpées ou servir à part, Étape 3 accompagné de tranches de pain grillé. m margot_16221829",1,1
FAUX POSITIFS, , 
"Ingrédients coriandre fraîche 6 cuillères à café de vinaigre blanc 6 cuillères à café de sucre 1 concombre 2 échalotes finement hachées 20 g d' arachide hachées Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Presse-ail Top des meilleurs presse-ails + de détails 1 couteau Top 3 des couteaux + de détails 1 saladier Les meilleures ventes Acheter 1 Top des meilleures plaques à four plaque à four + de détails 1 Barbecue Top des meilleurs barbecues + de détails 1 balance de cuisine Top des meilleures balances + de détails Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 11 min Préparation : 10 min Repos : - Cuisson : 1 min Étape 1 Laver et couper le concombre en 4 dans le sens de la longueur puis en petits triangles. Étape 2 Mettre le vinaigre et le sucre 30 sec au micro ondes (jusqu'à obtenir un mélange sirupeux et aigre-doux). Étape 3 Dans un saladier, placer le concombre, les échalotes, le coriandre et les cacahuètes et arroser de jus aigre-doux. Étape 4 Servir bien frais avec des plats asiatiques, lors d'un barbecue ou avec des viandes grillées en général. v vila La suite après cette publicité Découvrez l’accord Mets & Vins parfait avec Voir la sélection En partenariat avec Tanin.fr Qu'est-ce qu'on mange ce soir ? De l'inspiration chaque jour avec des recettes faciles, gourmandes et de SAISON :)",0,1
"Ingrédients : Pour 4 personnes 100 g d’amandes blanches 40 g de riz gluant (ou jasmin, blanc …) 35 g de cassonade 1 blanc d’oeuf 700 ml d’eau 1 gtte d’extrait d’amandes amères (facultatif) Préparation du thé aux amandes chinois Préparation : 10 mn Pause : 1 nuit. Cuisson : 10mn • Faites tremper les amandes dans un saladier rempli d’eau pendant une nuit. • Réservez au réfrigérateur. • Le lendemain, faites tremper le riz dans un bol d’eau pendant 1 h. • Egouttez les amandes et le riz, versez-les dans un blender avec les 700 ml d’eau. • Mixez jusqu’à obtenir un liquide épais. • Passez le mélange dans une étamine ou un chinois étamine. (conservez les amandes moulues appelé « okara » pour pour une autre recette, crêpes, cake… ajouté à un yaourt avec un peu miel). J’ai réalisé un cake que je publierai plus tard, vous voyez les tranches sur la photo • Placez le mélange dans une casserole à fond épais et faites chauffer à feu doux une douzaine de minutes en mélangeant régulièrement. • Ajoutez le sucre et faites cuire jusqu’à dissolution. • Hors du feu, ajoutez le blanc d’oeuf battu tout en continuant à battre, la boisson va devenir crémeuse. • Ajoutez la goutte d’extrait d’amande amère. • Versez à travers une passoire dans 4 petites tasses . • Servez chaud, tiède ou froid selon la saison. • Nous l’avons apprécié tiède. . .",0,1
"Ingrédients 2 petites baguettes 4 tranches assez épaisses de jambon aux herbes 80 g de beurre demi-sel à température ambiante 10 radis multicolores avec leurs fanes Préparation Nettoyez les radis, retirez la radicelle et gardez les fanes de 7 radis. Hachez les fanes et les radis. Essorez-les bien dans du papier absorbant. À l’aide de vos mains ou d’une fourchette, mélangez bien le beurre et le hachis fanes-radis jusqu’à ce que l’ensemble soit bien amalgamé. Poivrez. Réalisez 2 sandwichs dans chaque baguette. Beurrez chaque côté du pain avec le beurre de radis, ajoutez 1 tranche de jambon et dégustez rapidement.",0,1
"Ingrédients 15 cl de vin rouge 30 g de sucre 1 étoile de badiane 3 grains de poivre noir 2 clous de girofle 3 goutte(s) d'extrait de vanille 500 g de fraises un peu de zeste de citron vert bio Préparation Dans une petite casserole, portez le vin rouge à ébullition. Hors du feu, ajoutez le sucre, la badiane, les grains de poivre noir, les clous de girofle. Laissez infuser 10 mn, puis ajoutez 3 gouttes d’extrait de vanille et 15 cl d’eau froide. Réservez le tout au frais. Équeutez les fraises et coupez-les en deux, répartissez-les dans 4 coupelles. Versez le sirop au vin, ajoutez un peu de zeste d’un citron vert bio et servez immédiatement.",0,1
"Ingrédients : Pour 4 personnes 2 belles tiges de rhubarbe 1 bulbe de fenouil 3 c à s de cassonade 1 c à s de sirop d’érable 1 c s d’huile d’olive du Midi de la France Goût subtil sel, poivre, 2 étoiles de badiane Piment d’Espelette, une pincée. Préparation de la compote de rhubarbe Préparation : 15 mn Pause : 2 h Cuisson : 20 mn . • Lavez et épluchez la rhubarbe. • Détaillez la rhubarbe en petits morceaux de 1 cm. • Saupoudrez de sucre et laissez dégorgez 2 heures. • Lavez le fenouil puis retirez les tiges et le cœur. • Coupez le bulbe en fines lamelles. • Faites chauffer l’huile d’olive. • Ajoutez les morceaux de fenouil et de rhubarbe que vous aurez égouttés • Bien mélanger à feu vif. • Saupoudrez de cassonade et ajoutez la cuillère de sirop d’érable, les étoiles de badiane. • Salez légèrement et poivrez. • Laissez légèrement caraméliser le tout. • Ajoutez un peu d’eau, couvrez et laissez compter 15 à 20 mn. • Pour terminer ajoutez le piment d’Espelette. • Mélangez. . Vous pouvez déguster cette compote de rhubarbe avec un poisson, où une tartine avec du saumon fumé par exemple. .",0,1
VRAIS NÉGATIFS, , 
"Ingrédients 1 pincée de sel 0.5 sachet de levure chimique 50 g de sucre roux 150 g de farine de blé 12.5 cl de lait d'avoine 7 cl d' huile de pépin de raisin 1 cuillère de zeste de citron Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Four top des meilleurs fours + de détails 1 balance de cuisine Top des meilleures balances + de détails En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 1h27 Préparation : 12 min Repos : 1 h Cuisson : 15 min Étape 1 Mélangez les ingrédients secs : farine, sucre, levure et sel. Étape 2 Faites un puits au centre, versez-y l'huile, le lait d'avoine et le zeste de citron. Mélangez jusqu'à obtention d'une pâte lisse. Étape 3 Réserver au froid pendant 1 heure. Étape 4 Préchauffez le four à 240°C (thermostat 8). Remplissez les empreintes à madeleines huilées aux 3/4. Étape 5 Enfournez pour 5 minutes de cuisson puis baissez le four à 200°C (thermostat 6-7) avant de poursuivre la cuisson 10 minutes. M Marmiton_Recettes",0,0
