regime,valeur réelle,valeur prédite
"Let’s go en cuisine pour préparer ce poulet sauce citronnée et quinoa tomaté! Imprimer Épingler la recette 5 de 3 votes Poulet sauce citronnée et quinoa tomaté Temps de préparation10 minutes min Temps de cuisson20 minutes min Type de plat: Plat principal Mots-clés: ail, citron, persil, poulet, quinoa Portions: 4 Ingrédients Pour le quinoa:1 oignon rouge1 filet d'huile d'olive1 gousse d'ail70 g de concentré de tomate300 g de quinoa600 ml d'eau1 cube de bouillon de légumesPour le poulet:4 blancs de poulet 1 filet d'huile d'olive + 3 cs2 citrons1 petit bouquet de persilsel, poivre InstructionsPréparer le quinoa:Dans une casserole, faire revenir l’oignon émincé dans l’huile d’olive pendant quelques minutes.Ajouter l’ail écrasé et le concentré de tomate puis bien mélanger.Ajouter le quinoa, l’eau et le cube de bouillon.Laisser cuire à couvert une bonne quinzaine de minutes (en vérifiant régulièrement le niveau de liquide) jusqu’à ce que le quinoa soit bien cuit.Pendant ce temps, faire cuire le poulet.Dans une poêle, faire chauffer un filet d’huile d’olive et faire dorer les filets de poulet sur toutes les faces. Saler et poivrer.Baisser le feu et couvrir la poêle, puis poursuivre la cuisson environ 10 min (selon l’épaisseur des filets).Pendant ce temps, râper finement le zeste d'1 citron au-dessus d’un petit bol.Ajouter le jus des deux citrons, l’huile d’olive restante ainsi que le persil finement ciselé. Saler et poivrer.Servir le poulet en tranches épaisses, arrosé d’huile citronnée avec le quinoa tomaté.",1,1
"Ingrédients sucre roux eau de fleur d'oranger 2 bananes 2 oranges 12 fraises 2 kiwis 2 pommes autres fruits selon les goûts, pamplemousse, figues, ananas... Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Couteau Top des meilleurs couteaux de cuisine + de détails 1 économe Top 5 des meilleurs économe + de détails 1 Cuillère en bois Les meilleures ventes Acheter 1 balance de cuisine Top des meilleures balances + de détails En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 10 min Préparation : 10 min Repos : - Cuisson : - Étape 1 Peler les oranges à vif et les couper en quartiers. Étape 2 Eplucher et couper les bananes et les kiwis en rondelles. Étape 3 Laver et couper les fraises et les pommes en morceaux. Étape 4 Mélanger tous les fruits et les arroser d'eau de fleur d'oranger. Étape 5 Saupoudrer de sucre et réserver au frais 1h avant de servir. N Natacha La suite après cette publicité Découvrez les meilleurs accords mets et vins avec les desserts aux agrumes avec Voir la sélection En partenariat avec Tanin.fr Qu'est-ce qu'on mange ce soir ? De l'inspiration chaque jour avec des recettes faciles, gourmandes et de SAISON :)",1,1
"Ingrédients poivre sel 1.5 concombre 10 feuilles de menthe + 4 petites feuilles pour la décoration 0.5 citron Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Couteau Top des meilleurs couteaux de cuisine + de détails 1 économe Top 5 des meilleurs économe + de détails 1 Mixeur Les meilleures ventes Acheter 1 blender Notre sélection des 5 meilleurs blenders 2021 + de détails 1 Frigo Top des meilleurs réfrigérateurs + de détails Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 15 min Préparation : 15 min Repos : - Cuisson : - Étape 1 Éplucher les concombres. Les couper dans le sens de la longueur et ôter les pépins à l’aide d’une cuillère. Couper les concombre en morceaux. Étape 2 Dans un blender (mixer), mettre les morceaux de concombre, les feuilles de menthe lavées, le jus de citron. Étape 3 Mixer jusqu’à obtention d’un gaspacho onctueux. Goûter, saler et poivrer. Étape 4 Répartir dans 4 verres transparents, décorer avec les petites feuilles de menthe Étape 5 Mettre les préparations au réfrigérateur une 1/2 heure. k kenzo_14600799",1,1
"Ingrédients coriandre fraîche curry 1 tomate , enlever pulpe, hacher chaire 1 piment frais haché (attention au piment, lavez-vous les mains en frottant les ongles une fois haché !) 1 oignon 1 courgette en petits cubes pincée de sel 3 cuillères à soupe d' huile d'olive 200 g de farine bise (ou 50 g de farine complète + 150 g de farine blanche) 200 g de tofu ferme nature en petits cubes 2 gousses d' ail Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 saladier Les meilleures ventes Acheter 1 Cuillère en bois Les meilleures ventes Acheter 1 Set 3 poêles Notre sélection des meilleures poêles + de détails 1 couteau Top 3 des couteaux + de détails 1 Rouleau à pâtisserie Top des meilleurs rouleaux à pâtisserie + de détails 1 Four Top des meilleurs fours + de détails 1 fourchette + de détails 1 presse agrume + de détails 1 planche à découper Top des meilleures planches à découper + de détails 1 dénoyauteur Les meilleures ventes Acheter 1 balance de cuisine Top des meilleures balances + de détails Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 1h40 Préparation : 1 h Repos : - Cuisson : 40 min Étape 1 Préparer la pâte : mélanger la farine, le sel et l'huile d'olive jusqu'à obtention mélange sableux. Étape 2 Ajouter graduellement de l'eau (environ 20 cl) jusqu'à pouvoir former une boule lisse. Laisser reposer. Étape 3 Préparer la farce : émincer l'ail et l'oignon, puis les faire revenir avec le piment, puis ajouter tofu et remuer 5 min. Étape 4 Ajouter tomate et courgette, sel, poivre, curry (préférez du curry de madras ou du curry doux, pour résultat plus relevé forcez le piment). Étape 5 Laisser cuire 5 min, les courgettes doivent rester croquantes. Retirez du feu, ajouter coriandre hachée, laisser bien refroidir. Étape 6 Là, ça se complique... :) Pour former des ronds de pâte de 8cm de diamètre, abaisser des petites quantités de pâte pour former des ronds approximativement de la bonne grandeur, puis découper la forme exacte avec un emporte-pièce ou simplement avec un récipient du bon diamètre et un couteau. Étape 7 Répartir la farce dans chaque rond en laissant suffisamment de bords pour pouvoir refermer en pliant en 2. Bien presser les bords ensemble, petits trous à la fourchette sur le dessus. Étape 8 Cuire à four chaud (180 à 200°C) pour éviter que le dessous soit tout mou... 10 min pile, 15 min face, 10 à 15 min dernier tour en badigeonnant légèrement le dessus à l'oeuf. Étape 9 Voilà, faut avoir le temps, pour végétariens patients... Version viande hachée délicieuse aussi cela dit! a agathe_16616940",1,1
"Ingrédients 1 pincée de sel 0.5 sachet de levure chimique 50 g de sucre roux 150 g de farine de blé 12.5 cl de lait d'avoine 7 cl d' huile de pépin de raisin 1 cuillère de zeste de citron Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Four top des meilleurs fours + de détails 1 balance de cuisine Top des meilleures balances + de détails En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 1h27 Préparation : 12 min Repos : 1 h Cuisson : 15 min Étape 1 Mélangez les ingrédients secs : farine, sucre, levure et sel. Étape 2 Faites un puits au centre, versez-y l'huile, le lait d'avoine et le zeste de citron. Mélangez jusqu'à obtention d'une pâte lisse. Étape 3 Réserver au froid pendant 1 heure. Étape 4 Préchauffez le four à 240°C (thermostat 8). Remplissez les empreintes à madeleines huilées aux 3/4. Étape 5 Enfournez pour 5 minutes de cuisson puis baissez le four à 200°C (thermostat 6-7) avant de poursuivre la cuisson 10 minutes. M Marmiton_Recettes",1,1
"Let’s go en cuisine pour préparer cette bavette de flanchet au chutney d’oignons! Imprimer Épingler la recette 5 de 6 votes Bavette de flanchet au chutney d’oignons Temps de préparation10 minutes min Temps de cuisson15 minutes min Type de plat: Plat principal Mots-clés: bavette, boeuf, moutarde, oignons, sirop d’érable, viande Portions: 4 Ingrédients 4 bavettes de flanchet1 bel oignon jaune (ou 2 petits)1 filet d'huile d'olive2 cs de vinaigre de cidre1 cs de moutarde40 ml de sirop d'érablesel, poivre InstructionsPréparer le chutney d'oignons:Peler et émincer les oignons.Dans une casserole, les faire revenir dans un filet d'huile d'olive à feu moyen pendant 7-8 min. Déglacer avec le vinaigre puis ajouter la moutarde et le sirop d'érable. Poursuivre la cuisson 2-3 min.Pendant ce temps, faire cuire les bavettes:Dans une poêle, faire chauffer un filet d'olive et saisir les bavettes des deux côtés à feu vif. Baisser un peu le feu et poursuivre la cuisson jusqu'à la cuisson souhaitée. Saler et poivrer.Retirer du feu et conserver les bavettes dans une assiette sous un papier d'aluminium.Déglacer la poêle avec un petit d'eau et gratter les sucs de cuisson pour obtenir un jus.Servir les bavettes nappées et de jus avec le chutney d'oignons. Une autre idée de sauce pour accompagner la bavette: une savoureuse sauce à l’échalote.",1,1
"Ingrédients piment de Cayenne (facultatif) 1 cuillère à soupe d' oignon en poudre 400 g de tofu ferme sel et poivre 1 cuillère à soupe de paprika fumé Pour la panure : piment de Cayenne (facultatif) 30 g de fécule de maïs 20 cl de lait d'avoine (non sucré) chapelure ou flocon d'avoine ou corn-flakes mixés sel et poivre Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Set 3 poêles Notre sélection des meilleures poêles + de détails En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 20 min Préparation : 10 min Repos : - Cuisson : 10 min Étape 1 Presser le tofu pour enlever l'eau. L'émietter grossièrement. Étape 2 Mixer le tofu avec le sel, le poivre, le paprika et le piment de Cayenne. Étape 3 Former des nuggets avec la pâte obtenue et laisser reposer 30 minutes au frigo. Étape 4 Assaisonner la chapelure avec le sel, le poivre et le piment si désiré. Étape 5 Mélanger la maïzena et lait d'avoine, le liquide doit être homogène et ne pas faire de grumeaux. Étape 6 Tremper les nuggets de tofu dans le mélange de lait d'avoine et de maïzena et les enrober de chapelure. Étape 7 Faire chauffer de l'huile pour friture dans une poêle. Y faire frire les nuggets jusqu'à obtenir une belle coloration de chaque côté. Les égoutter sur du papier absorbant avant de servir. M Marmiton_Recettes",1,1
"Ingrédients 2 cuillères à soupe d' huile d'olive 1 cuillère à café de Ras el Hanout 1 cuillère à café de cumin 1 oignon 1 tomates cerise 400 g de pois chiches 1 demi de concombre 1 citron 3 brins de ciboulette 0.5 bouquet de menthe sel et poivre Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 saladier Les meilleures ventes Acheter 1 dénoyauteur Les meilleures ventes Acheter En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 2h15 Préparation : 15 min Repos : 2 h Cuisson : - Étape 1 Rincer les pois chiches et les mettre dans un saladier. Étape 2 Peler le concombre et le couper en petits dés. Couper les tomates cerises en petits dés également. Eplucher et émincer finement l'oignon. Ciseler les brins de ciboulette et de menthe. Étape 3 Assembler tous les ingrédients dans le saladier, assaisonner avec l’huile, le citron, les épices. Étape 4 Mettre au frais pendant au moins 2 heures avant de déguster ! j jonas_15836754",1,1
"La recette revisitée et pour 2 personnes: 2 ou 3 filets de poulet bio coupés en morceaux, 2cs d’huile d’olive, 1 jus de citron, 1cc de coriandre, 1cc café de persil 1cc de menthe, frais hachés, 1cc de gingembre râpé –voir l’astuce ici– un tout petit peu de zeste de cumbava, 1/2 oignon et 1/2 gousse d’ail hachés, quelques pistils de safran, 1cs de miel, 4 abricots moelleux, 2 figues sèches, 1cs de raisins secs, 1 rondelle de citron confit, 10g d’amandes émondées*, 5cl d’eau. La veille : Mélangez dans un bol, le poulet, l’huile d’olive, le jus de citron, les herbes fraîches hachées, le gingembre, le cumbava, l’ail et l’oignon. Ajoutez le safran, mélangez, couvrez, réservez au réfrigérateur. Le jour même : chauffez le four à 200° Egouttez le poulet en gardant la marinade. Le faire dorer dans un peu d’huile d’olive à feu moyen pendant environ 8 à 10 minutes. Ajoutez la marinade, le miel, les fruits, les amandes et l’eau. Laissez mijoter 5 min. Répartissez dans les minis cocottes, enfournez 10 min et servez aussitôt accompagné de graine. Emonder les amandes ? Facile, il suffit de plonger vos amandes quelques secondes dans l’eau bouillante et ensuite la peau, tout comme celle des fèves, s’enlève très facilement !",1,1
"Ingrédients 1 pincée de sel 160 g d' amandes en poudre 100 g de datte 2 cuillères à soupe de purée d'amandes Pour la garniture 6 dattes medjoul 80 g de noix de pécan sirop d'agave 1 cuillère à café de cannelle 1 poignée de noix de pécan Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Cuillère en bois Les meilleures ventes Acheter 1 Mixeur Les meilleures ventes Acheter 1 Moule à tarte Les meilleures ventes Acheter 1 Rouleau à pâtisserie Top des meilleurs rouleaux à pâtisserie + de détails 1 bol Top des saladiers + de détails Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 20 min Préparation : 20 min Repos : - Cuisson : - Étape 1 Pour la garniture, mettre à tremper les dates dans un bol d’eau froide, 1h avant la préparation. Étape 2 Commencer par préparer la pâte. Dans un mixeur, réduire les dattes en purée. Étape 3 Ajouter petit à petit la poudre d’amandes, et mixer la préparation pour obtenir une pâte homogène et sableuse. Étape 4 Incorporer la purée d’amande ainsi que la pincée de sel. Mélanger à nouveau avant de former une boule avec la pâte obtenue. Étape 5 Disposer la boule de pâte sur une feuille de papier sulfurisé, et l’étaler à l’aide d’un rouleau à pâtisserie ou du bout des doigts. Étape 6 Placer la pâte dans un moule à tarte. Réserver au frais. Étape 7 Pour la garniture, mixer les dates, les noix de pécan. Ajouter le sirop d’agave et la cannelle. Mélanger à l’aide d’une cuillère en bois. Étape 8 Répartir la garniture sur la pâte. Réserver au frais jusqu’à la dégustation. Au moment de servir, décorer avec des noix de pécan entières. M Marmiton_Recettes",1,1
"Ingrédients Pour la pâte 30 g de cacahuètes nature 2 cuillère(s) à soupe de noix de coco râpée 8 dattes dénoyautées Pour la garniture 2 cuillère(s) à soupe de cacao + un peu pour la déco 2-3 cuillère(s) à soupe de graines de tournesol (ou de courge ou d'autres fruits secs) 1 cuillère(s) à soupe d'huile de coco 3 cuillère(s) à soupe de miel 1 cuillère(s) à soupe d'eau Préparation Mixez les cacahuètes et la noix de coco, ajoutez les dattes, et continuez de mixer jusqu’à obtention d’une pâte. Humidifiez vos mains pour étaler cette pâte dans un moule à tarte. Réservez au frais. Mixez les graines pour obtenir une poudre et ajoutez le reste des ingrédients destinés à la garniture. Mixez jusqu’à obtenir une pâte. Versez dans le moule sur la pâte déjà étalée et saupoudrez de cacao. Laissez reposer 4-5 h au réfrigérateur. Sortez 5 mn avant de servir.",1,1
FAUX POSITIFS, , 
