regime,valeur réelle,valeur prédite
"Ingrédients 1 kg de fèves fraîches 600 g de petits pois frais 6 artichauts poivrade le jus de 1 citron bio 3 échalotes 1 poignée de feuilles de menthe fraîche 5 cuillère(s) à soupe d'huile d'olive extra-vierge 5 cl de vinaigre de cidre ou de vin blanc 1 cuillère(s) à soupe de sucre en poudre Préparation Écossez les fèves et les petits pois. Enlevez les feuilles les plus coriaces des artichauts (celles qui sont vert foncé) et épluchez la tige. Retirez le foin si besoin. Coupez-les en quartiers et recoupez chaque quartier en deux dans le sens de la longueur. Réservez-les dans de l’eau citronnée. Pelez et hachez les échalotes. Hachez la menthe. Faites revenir les échalotes avec l’huile d’olive dans une poêle, ajoutez les artichauts, les fèves, les petits pois, du sel, du poivre et 1 petite louche d’eau. Couvrez et faites cuire pendant 20 mn. Mélangez le vinaigre avec le sucre jusqu’à dissolution. Deux minutes avant la fin de la cuisson, versez le vinaigre au sucre dans la poêle, laissez s’évaporer, puis ajoutez la menthe hachée et mélangez. Laissez la frittedda refroidir et servez.",1,1
"Ingrédients Le tempeh 300 g de tempeh (en boutique bio) 350 g de mélange de légumes (brocolis, carottes.) 200 g de pommes de terre grenaille 20 cl de bouillon de légumes (ou d'eau) 1 cuillère(s) à soupe de graines de sésame La sauce teriyaki 12 cl de sauce soja 1 gousse d'ail 6 cl de mirin 6 cl de sirop d'érable 1/2 cuillère(s) à café de gingembre frais râpé 1 cuillère(s) à soupe de fécule de maïs Préparation Préparez la sauce. Mélangez la sauce soja, l’ail pelé et émincé, le mirin, le sirop d’érable, le gingembre et 12 cl d’eau dans une petite casserole. Portez à ébullition puis baissez le feu. Diluez la fécule de maïs dans un petit verre avec 1 cuil. à soupe d’eau tiède et versez dans la casserole en fouettant. Laissez mijoter pendant environ 3 mn jusqu’à ce que la sauce commence à épaissir, en mélangeant de temps en temps. Sortez du feu et laissez refroidir. Préparez le tempeh. Coupez le tempeh en petits cubes et déposez-le dans un plat. Versez la moitié de la sauce dessus, de manière à enrober tous les cubes de tempeh, mélangez puis laissez mariner pendant 30 mn. Coupez les brocolis, les carottes et les pommes de terre en gros morceaux. Préchauffez le four à 180 °C. Déposez les cubes de tempeh avec la marinade dans un moule à gratin, ajoutez les légumes, les pommes de terre, versez le bouillon et le reste de la sauce teriyaki. Enfournez pour 45 mn. Sortez du four et mélangez. Saupoudrez de graines de sésame avant de servir.",1,1
"Ingrédients : Pour 4 personnes 3 c à s de cassonade 3 c à s de pacanes finement hâchées 3 pommes (types Idared ou Pink Lady) 1 càs de beurre fondu 80 ml d’huile de tournesol 60 ml de jus de pommes bio 60 ml de vinaigre de cidre bio 1 c à s de miel 1 bonne pincée de sel Poivre du moulin 1 poignée de mesclun Préparation Préchauffer le four à 220°C • Dans un bol, mélangez la cassonade et les pacanes hâchées. • Disposez les pommes coupées en deux sur une plaque de cuisson recouverte d’une feuille de papier aluminium. • Badigeonnez les pommes de beurre fondu. • Remplissez généreusement les cavités du mélange pacanes et cassonade. • Cuisez à four chaud pendant 15 bonnes minutes, jusqu’à ce qu’elles soient tendres en les piquant à la fourchette. • Pendant ce temps, préparez la vinaigrette. • Dans un petit bol, mélangez l’huile, le vinaigre de cidre, le jus de pomme, le miel, le sel et le poivre jusqu’à ce que le mélange soit bien homogène. • Disposez les feuilles de laitue ou le mesclun sur une assiette et déposez les pommes. • Arrosez de vinaigrette et parsemez de pacanes grillées. Ce mélange acidulé et sucré est surprenant et délicieux à la fois. .",1,1
"Ingrédients le cake 200 g de chocolat noir vegan 20 cl de lait végétal 75 g d'huile de coco 150 g de sucre de canne 200 g de compote de pomme 50 g de poudre d'amande 200 g de farine de riz 30 g de maïzena 10 g de poudre à lever sans gluten 5 g de gomme de guar 150 g de noisettes le glaçage chocolat 5 cl d'eau 7,5 cl de crème de soja 2 g d'agar-agar 80 g de sucre 50 g de cacao en poudre Préparation Préparez le cake. Faites fondre le chocolat avec le lait et 5 cl d’huile de coco au bain-marie. Mixez le chocolat fondu avec le sucre, la compote et la poudre d’amande pendant 5 mn. Ajoutez la farine, la Maïzena et la poudre à lever, mixez à nouveau. Ajoutez enfin la gomme de guar, mixez. Hors du robot, incorporez les noisettes. Versez cet appareil dans un moule à cake préalablement huilé avec 2,5 cl d’huile de coco. Faites cuire le cake à 160 °C (th. 5-6) pendant 30 mn, puis à 110 °C (th. 3-4) pendant 30 mn. Préparez le glaçage en portant à ébullition 30 s l’eau, la crème de soja et l’agar-agar. Ajoutez le sucre, mélangez à feu doux pour le faire fondre. Ajoutez le cacao hors du feu. Versez ce glaçage sur le cake froid.",1,1
"Ingrédients : Pour 4 personnes 250g de fraises Gariguettes 1 pot de mascarpone 50g de sucre glace ½ gousse de vanille Préparation 1.Battre le mascarpone en ajoutant le sucre. Grattez la ½ gousse de vanille et ajoutez la à la mousse de mascarpone. 2.Lavez les fraises et équeutez-les. Coupez les ensuite en deux et conservez en quelques unes entières pour la décoration. 3.Disposez les fraises coupées autour des verrines, ajoutez ensuite la moitié de la crème au mascarpone, ajoutez des fraises en morceaux et couvrir avec le reste de crème. Terminez par une fraise entière et quelques feuilles de menthe. Dégustez frais.",1,1
"Ingrédients 1 belle pomme rouge bio 1 rouleau de pâte feuilletée 2 cuillère(s) à soupe de confiture de votre choix (ici de la myrtille) 1/2 citron sucre glace Préparation Versez de l’eau dans un petit récipient résistant au micro-ondes. Ajoutez le jus du citron. Réservez. Coupez la pomme en deux, retirez le trognon. Émincez-la en tranches de 2 mm, à la mandoline pour plus de régularité. Coupez-les en deux pour obtenir des demi-cercles qui formeront les pétales. Placez-les dans le récipient d’eau citronnée. Passez le récipient au micro-ondes entre 2 mn 30 s et 3 mn, en fonction de l’épaisseur des lamelles. Vérifiez leur souplesse : elles doivent se plier sans casser. Égouttez-les, et épongez-les avec du papier absorbant. Préchauffez le four à 180°/th. 6. Étalez la pâte feuilletée sur un plan de travail et découpez 6 bandes de 5 cm de largeur environ. Enduisez-les de confiture sur toute la longueur. Placez les lamelles de pomme sur le bord supérieur en les faisant se chevaucher et en laissant dépasser l’arc de cercle des lamelles pour former les pétales. Repliez la partie inférieure de la pâte sur les pommes. Roulez la bande sur elle-même pour former une fleur. Placez-la dans l’empreinte d’un moule à muffins. Procédez de la même façon pour les 5 fleurs restantes. Enfournez 45 mn. Laissez complètement refroidir. Avant de servir, saupoudrez de sucre glace, ou ajoutez un peu de gelée de rose au centre des fleurs pour parfaire l’illusion.",1,1
"Ingrédients : Pour 4 personnes 250 g de pâte à Pizza Pâte 350 g farine 2 c à c sel 15 g levure boulangère fraiche 3 c à s huile d’olive 25 cl d’eau tiède 150 g de fraises 100 g de mascarpone 2 brins de romarin Préparation de la pizza aux fraises et mascarpone Préparation : 15 mn Pause levée de la pâte : 20 mn Cuisson : 20 mn . • Dans le bol du robot, mettez la farine, puis le sel, la levure de boulanger émiettée et l’huile d’olive . • À l’aide de l’outil crochet mélangez et • Ajoutez l’eau progressivement jusqu’à obtenir une pâte qui se détache des parois. • Couvrez d’un torchon • Laissez reposer la pâte pendant 30 mn environ • Vous obtenez environ 500 g de pâte. • Dégazez la pâte avec la paume de la main et • Divisez la en deux parties égales de 250 g environ. Vous pouvez congeler le 2e pâton. • Préchauffez le four à 200°C • Façonnez la pâte en un ovale • Répartissez le mascarpone sur la pâte à l’aide d’une spatule • Déposez les fraises coupées en morceaux • Parsemez de cassonade et de romarin • Enfournez pendant 15 min à 20 mn jusqu’à ce que la pâte soit dorée. • Dégustez chaud ou froid et régalez-vous. • Une pizza sucrée originale et tout à fait délicieuse. . Source : magazine Saveurs .",1,1
"Ingrédients La pâte 75 g de poudre d'amandes 40 g de graines de sésame noir 3 dattes medjool dénoyautées 2 cuillère(s) à soupe de purée de sésame noir ou blanc 2 cuillère(s) à soupe d'huile de coco 1 cuillère(s) à soupe de vanille liquide 1 pincée de sel Le flan 4 cuillère(s) à soupe de graines de sésame noir 50 cl de lait végétal 3 cuillère(s) à soupe de sucre de coco 2 g d'agar-agar Préparation Préparez la pâte. Mixez tous les ingrédients dans un blender jusqu’à obtenir une pâte. Versez-la dans un moule à manqué et aplatissez-la à la main. Faites-la cuire 15 mn au four à 180 °C (vous pouvez aussi la réserver crue au frais). Préparez le flan. Mixez les graines de sésame puis ajoutez le lait, le sucre de coco et l’agar-agar. Chauffez le tout dans une casserole pendant 5 mn en remuant. Versez cette préparation dans le moule à manqué et placez au réfrigérateur toute la nuit. Servez le flan le lendemain.",1,1
"Ingrédients 1 kg de fraises 1 melon 2 pêches 2 pommes 1 pastèque 6 feuilles de menthe Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Couteau Top des meilleurs couteaux de cuisine + de détails 1 économe Top 5 des meilleurs économe + de détails 1 Frigo Top des meilleurs réfrigérateurs + de détails 1 assiette + de détails En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 30 min Préparation : 30 min Repos : - Cuisson : - Étape 1 Vider l'intérieur de la pastèque. Étape 2 Couper en lamelles l'intérieur qui aura été mis dans une assiette. Étape 3 Décorer la pastèque avec un couteau. Étape 4 Vider, puis couper le melon. Étape 5 Eplucher les pommes et les pêches, les couper en lamelles. Couper les fraises en deux. Étape 6 Mettre le tout dans la pastèque vide ainsi que les feuilles de menthe. Étape 7 Mettre au frais avant de déguster. J Justine (11 ans) Note de l'auteur : « Facile est très bon. » La suite après cette publicité Qu'est-ce qu'on mange ce soir ? De l'inspiration chaque jour avec des recettes faciles, gourmandes et de SAISON :)",1,1
"Ingrédients : Pour 4 personnes 1 melon 1 verre à liqueur de vin de Sureau Préparation de la soupe de melon glacée Préparation: 10mn • Épluchez, épépinez et coupez le melon en cubes et • Réservez un morceau pour réaliser les petites billes de melon • Versez les cubes dans le mixer • Ajoutez le vin de sureau • Mixer jusqu’à obtenir un mélange homogène. • Gardez au réfrigérateur • Au moment de servir • Versez la soupe dans des verrines • Décorez avec une brochette de billes de melon. • Régalez-vous.",1,1
"Ingrédients 500 g d' asperge bien égouttées 5 oeufs durs 5 cuillères à soupe de mayonnaise 4 cuillères à soupe de crème fraîche épaisse 1 sachet de gelée au madère dilué dans 25 cl d'eau Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 robot pâtissier Le top des robots pâtissiers + de détails 1 bol Top des saladiers + de détails 1 Mixeur Les meilleures ventes Acheter 1 Moule à cake Top des moules à cake 2022 + de détails 1 Frigo Top des meilleurs réfrigérateurs + de détails Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 30 min Préparation : 30 min Repos : - Cuisson : - Étape 1 Veiller à bien essorer les asperges dans du papier absorbant, pour éviter qu'elles ne rendent trop d'eau et que la terrine ne s'effondre. Étape 2 Mettre tous les ingrédients dans le bol du robot, et mixer le tout. Étape 3 Verser dans un moule à cake. Étape 4 Laisser prendre 3 heures minimum au réfrigérateur, démouler, et servir bien frais. D Delphine_881",1,1
"Ingrédients poivre sel 1 cuillère de vinaigre 2 betteraves cuites 1 yaourt à la grecque 15 cerneaux de noix 1 gousse d' ail hachée Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Couteau Top des meilleurs couteaux de cuisine + de détails 1 Cuillère en bois Les meilleures ventes Acheter 1 planche à découper Top des meilleures planches à découper + de détails En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 10 min Préparation : 10 min Repos : - Cuisson : - Étape 1 Découper la betterave en julienne. Étape 2 Écraser grossièrement les cerneaux de noix. Étape 3 Mélanger tous les ingrédients : betteraves, noix, yaourt, ail et vinaigre. Étape 4 Laisser reposer au frais quelques heures. Étape 5 Mangez ! j jade_132873",1,1
"Ingrédients sel poivre 2 oignons 4 poivrons verts 6 tomates (mûres) 2 gousses d' ail Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 Couteau Top des meilleurs couteaux de cuisine + de détails 1 pôele Le top des poêles + de détails 1 Cuillère en bois Les meilleures ventes Acheter 1 dénoyauteur Les meilleures ventes Acheter En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 1h20 Préparation : 20 min Repos : - Cuisson : 1 h Étape 1 Couper les poivrons en petits morceaux, une fois nettoyés et débarrassés de leurs graines. Étape 2 Les faire revenir dans de l'huile d'olive à feu fort dans un faitout. Étape 3 Rajouter les oignons et l'ail coupés très fins eux aussi, remuer le tout pour roussir un peu. Baisser le feu et rajouter les tomates en petits morceaux (pelées si possible car c'est meilleur, après les avoir ébouillantées). Étape 4 Laisser mijoter le tout à feu très doux en couvrant un peu : plus on laisse mijoter, meilleur c'est(2 heures de cuisson à feu très doux c'est encore mieux!). Étape 5 Les légumes fondent, le temps de cuisson long est vraiment le secret de la réussite. Étape 6 Saler et poivrer à votre convenance. A Anonyme Note de l'auteur : « Cette préparation à base de légumes peut se manger en accompagnement d'une viande ou d'un poisson, ou avec des oeufs au plat on peut aussi la présenter en tourte appelée alors 'koka': il suffit de disposer une pâte roulée feuilletée ou brisée selon votre préférence dans un plat à tarte, d'y mettre le mélange, de recouvrir de nouveau d'une pâte roulée, et de recouvrir d'un jaune d'oeuf. mettre ensuite à 200°C dans le four chaud entre 30 et 40 minutes, le temps que la tourte dore on la mange tiède, ou à température ambiante. C'est un plat idéal pour l'été. » La suite après cette publicité Découvrez l’accord Mets & Vins parfait avec Voir la sélection En partenariat avec Tanin.fr Qu'est-ce qu'on mange ce soir ? De l'inspiration chaque jour avec des recettes faciles, gourmandes et de SAISON :)",1,1
"Ingrédients huile de friture 3 patates douces (quantité selon votre appétit) Voir plus Voir moins En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr La suite après cette publicité Ustensiles 1 friteuse + de détails 1 Four top des meilleurs fours + de détails 1 couteau Top 3 des couteaux + de détails En cliquant sur les liens, vous pouvez être redirigé vers d’autres pages de notre site, ou sur Amazon.fr Préparation Temps total : 1h20 Préparation : 20 min Repos : - Cuisson : 1 h Étape 1 Cuire les patates douces au four avec leur peau pendant 60 à 75 minutes, selon la grosseur. Étape 2 Enlever la peau, couper en frites ou en cubes. Étape 3 Frire dans l'huile chaude jusqu'à ce que les bords de la frite se 'caramélisent' et prennent une teinte un peu brune Étape 4 Servir chaud. G Gigimagic77",1,1
"Ingrédients 1 kg de champignons de Paris 1 carotte moyenne 120 g de petits oignons nouveaux 2 oignons moyens 2 gousses d'ail 2 cuillère(s) à soupe d'huile d'olive 1 cuillère(s) à café de thym frais effeuillé 2 cuillère(s) à soupe de farine 25 cl de vin rouge 2 cuillère(s) à soupe de concentré de tomates 50 cl de bouillon de légumes sel, poivre du moulin Préparation Rincez les champignons et coupez-les en deux. Épluchez la carotte et coupez-la en rondelles. Hachez les oignons nouveaux. Épluchez et hachez finement les oignons et l’ail. Faites chauffer l’huile dans une casserole à fond épais. Laissez-y blondir les champignons et les oignons nouveaux pendant 3 à 4 min. Réservez hors du feu. Faites revenir dans la casserole la carotte, les oignons et le thym pendant 7 à 8 min sur feu moyen, jusqu’à ce que le tout soit caramélisé. Assaisonnez légèrement. Ajoutez l’ail et poursuivez la cuisson pendant 1 à 2 min. Parsemez de farine, remuez et poursuivez la cuisson encore 1 à 2 min. Versez le vin. Remuez en grattant le fond de la casserole, puis augmentez le feu et laissez une partie du vin s’évaporer. Ajoutez le concentré de tomates, le bouillon de légumes, les champignons, les oignons nouveaux et portez à ébullition. Laissez mijoter sur feu doux pendant 15 à 20 min, jusqu’à ce que la sauce soit bien épaisse. Vérifiez l’assaisonnement et servez aussitôt accompagné d’une purée de pommes de terre ou de céleri-rave.",1,1
"La recette :50g de beurre, 100g de sucre, 100g de graines de sésame doré, 50g de jus d’orange, 25g de farine, le zeste râpé d’une orange, quelques piques en bois.Mélanger délicatement le beurre pommade avec le sucre, le sésame, le jus d’orange , la farine tamisée et les zestes. Réserver quelques heures au réfrigérateur.Chauffer le four à 190°. Faire de petites tuiles sur une feuille de silpat, déposer au centre un bâtonnet et cuire environ 7 minutes. Décoller à la spatule à la sortie du four. Pour le service remplir un petit verre de graines de sésame et piquer les sucettes dedans. C’est tout simple !",1,1
"Ingrédients 20 g d'amandes 3 cuillère(s) à café d'eau de rose 125 g de graines de chia 1 cuillère(s) à soupe de jus de betterave 1 cuillère(s) à soupe d'huile de coco 25 g de sirop d'érable Préparation Versez l’eau de rose, le jus de betterave, l’huile et le sirop d’érable dans un blender. Ajoutez les amandes, les graines de chia et mixez.",1,1
